V1,V10,V11,V12,V13,V14,V15,V16,V2,V3,V4,V5,V6,V7,V8,V9,class,prediction
31.0,20.0,5.0,486.0,2.0,-1.0,0.0,0.0,2.0,1.0,0.0,0.0,627.0,0.0,0.0,1.0,0.0,0.0
46.0,20.0,5.0,151.0,2.0,-1.0,0.0,0.0,6.0,0.0,1.0,0.0,2869.0,1.0,0.0,1.0,0.0,0.0
51.0,20.0,5.0,124.0,1.0,-1.0,0.0,0.0,1.0,2.0,1.0,0.0,7928.0,1.0,0.0,1.0,0.0,0.0
32.0,20.0,5.0,140.0,1.0,-1.0,0.0,0.0,6.0,0.0,1.0,0.0,901.0,1.0,0.0,1.0,0.0,0.0
31.0,20.0,5.0,294.0,2.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,40.0,1.0,0.0,1.0,0.0,0.0
34.0,20.0,5.0,205.0,6.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,5039.0,0.0,0.0,1.0,0.0,0.0
59.0,20.0,5.0,470.0,2.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,17056.0,1.0,0.0,1.0,0.0,0.0
58.0,20.0,5.0,199.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,7429.0,0.0,0.0,1.0,0.0,0.0
31.0,20.0,5.0,427.0,1.0,-1.0,0.0,0.0,6.0,0.0,1.0,0.0,782.0,1.0,0.0,1.0,0.0,0.0
33.0,20.0,5.0,175.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3713.0,1.0,0.0,1.0,0.0,0.0
48.0,20.0,5.0,380.0,1.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,7861.0,0.0,0.0,1.0,0.0,0.0
45.0,20.0,5.0,215.0,6.0,188.0,2.0,1.0,1.0,0.0,1.0,0.0,999.0,1.0,0.0,1.0,0.0,0.0
44.0,20.0,5.0,51.0,1.0,190.0,4.0,2.0,8.0,1.0,0.0,0.0,18558.0,1.0,0.0,1.0,0.0,0.0
57.0,20.0,5.0,98.0,4.0,-1.0,0.0,0.0,8.0,0.0,0.0,0.0,3012.0,0.0,0.0,2.0,0.0,0.0
38.0,20.0,5.0,267.0,2.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,1696.0,0.0,0.0,1.0,0.0,0.0
35.0,20.0,5.0,207.0,5.0,178.0,5.0,1.0,4.0,2.0,3.0,0.0,3888.0,0.0,0.0,1.0,0.0,0.0
30.0,20.0,5.0,179.0,1.0,-1.0,0.0,0.0,6.0,1.0,0.0,0.0,732.0,0.0,0.0,1.0,0.0,0.0
43.0,20.0,5.0,73.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,1.0,0.0,0.0
52.0,20.0,5.0,20.0,8.0,190.0,3.0,3.0,10.0,0.0,1.0,0.0,3923.0,1.0,0.0,1.0,0.0,0.0
39.0,20.0,5.0,20.0,6.0,153.0,26.0,1.0,0.0,2.0,0.0,0.0,155.0,1.0,0.0,1.0,0.0,0.0
39.0,20.0,5.0,186.0,1.0,-1.0,0.0,0.0,2.0,2.0,0.0,0.0,966.0,1.0,1.0,1.0,0.0,0.0
38.0,20.0,5.0,120.0,4.0,196.0,1.0,2.0,3.0,0.0,1.0,0.0,789.0,1.0,0.0,1.0,0.0,0.0
35.0,20.0,5.0,319.0,5.0,-1.0,0.0,0.0,7.0,1.0,1.0,0.0,2467.0,0.0,0.0,1.0,0.0,0.0
43.0,20.0,5.0,52.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,14355.0,0.0,0.0,1.0,0.0,0.0
43.0,20.0,5.0,154.0,2.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32.0,20.0,5.0,267.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,3829.0,0.0,1.0,1.0,0.0,0.0
44.0,20.0,5.0,113.0,1.0,189.0,2.0,1.0,3.0,0.0,1.0,0.0,3060.0,1.0,0.0,1.0,0.0,0.0
34.0,20.0,5.0,159.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,11350.0,1.0,0.0,1.0,0.0,0.0
40.0,20.0,5.0,128.0,2.0,189.0,1.0,1.0,0.0,2.0,0.0,0.0,9541.0,0.0,0.0,1.0,0.0,0.0
37.0,20.0,5.0,195.0,3.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1016.0,1.0,1.0,1.0,0.0,0.0
51.0,20.0,5.0,16.0,9.0,112.0,37.0,2.0,2.0,0.0,1.0,0.0,653.0,1.0,0.0,1.0,0.0,0.0
32.0,20.0,5.0,330.0,3.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,5560.0,1.0,1.0,1.0,0.0,0.0
38.0,20.0,5.0,25.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
38.0,20.0,5.0,340.0,2.0,164.0,2.0,1.0,3.0,0.0,3.0,0.0,3289.0,0.0,0.0,1.0,0.0,0.0
36.0,20.0,5.0,158.0,2.0,174.0,3.0,1.0,6.0,0.0,1.0,0.0,1954.0,1.0,1.0,1.0,0.0,0.0
33.0,20.0,5.0,192.0,1.0,-1.0,0.0,0.0,3.0,1.0,2.0,0.0,129.0,1.0,1.0,1.0,0.0,0.0
46.0,20.0,5.0,768.0,3.0,-1.0,0.0,0.0,6.0,2.0,1.0,0.0,2087.0,0.0,0.0,1.0,1.0,0.0
59.0,20.0,5.0,426.0,2.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,4263.0,0.0,1.0,1.0,0.0,0.0
45.0,20.0,5.0,260.0,1.0,-1.0,0.0,0.0,8.0,0.0,0.0,0.0,-497.0,1.0,1.0,1.0,0.0,0.0
37.0,20.0,5.0,352.0,1.0,-1.0,0.0,0.0,3.0,1.0,3.0,0.0,315.0,0.0,0.0,1.0,0.0,0.0
52.0,20.0,5.0,114.0,2.0,-1.0,0.0,0.0,8.0,0.0,1.0,0.0,3720.0,0.0,0.0,1.0,0.0,0.0
37.0,20.0,5.0,187.0,2.0,-1.0,0.0,0.0,7.0,0.0,1.0,0.0,4760.0,1.0,0.0,1.0,0.0,0.0
52.0,20.0,5.0,276.0,1.0,122.0,1.0,2.0,7.0,2.0,1.0,0.0,1527.0,0.0,1.0,1.0,0.0,0.0
43.0,20.0,5.0,230.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2886.0,0.0,0.0,1.0,0.0,0.0
32.0,20.0,5.0,758.0,1.0,-1.0,0.0,0.0,3.0,1.0,3.0,0.0,121.0,1.0,0.0,1.0,1.0,0.0
52.0,20.0,5.0,653.0,1.0,-1.0,0.0,0.0,2.0,1.0,0.0,0.0,3469.0,1.0,0.0,1.0,1.0,0.0
31.0,20.0,5.0,340.0,1.0,-1.0,0.0,0.0,9.0,0.0,3.0,0.0,3837.0,0.0,0.0,1.0,0.0,0.0
47.0,20.0,5.0,9.0,6.0,177.0,16.0,2.0,3.0,0.0,1.0,0.0,2428.0,1.0,0.0,1.0,0.0,0.0
31.0,20.0,5.0,55.0,2.0,-1.0,0.0,0.0,7.0,1.0,1.0,0.0,1987.0,1.0,0.0,2.0,0.0,0.0
50.0,20.0,5.0,44.0,2.0,164.0,1.0,1.0,1.0,0.0,0.0,0.0,3117.0,0.0,0.0,1.0,0.0,0.0
30.0,20.0,5.0,142.0,1.0,-1.0,0.0,0.0,7.0,1.0,1.0,0.0,370.0,0.0,0.0,1.0,0.0,0.0
43.0,20.0,5.0,55.0,1.0,-1.0,0.0,0.0,8.0,0.0,0.0,0.0,6424.0,0.0,0.0,1.0,0.0,0.0
44.0,20.0,5.0,326.0,1.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,1397.0,0.0,0.0,1.0,0.0,0.0
37.0,20.0,5.0,240.0,1.0,-1.0,0.0,0.0,8.0,1.0,1.0,0.0,4894.0,0.0,0.0,1.0,0.0,0.0
40.0,20.0,5.0,517.0,1.0,-1.0,0.0,0.0,6.0,0.0,1.0,0.0,2574.0,1.0,0.0,1.0,0.0,0.0
52.0,20.0,5.0,150.0,1.0,-1.0,0.0,0.0,10.0,0.0,3.0,0.0,1466.0,0.0,1.0,1.0,0.0,0.0
59.0,20.0,5.0,972.0,2.0,-1.0,0.0,0.0,5.0,0.0,1.0,0.0,2467.0,0.0,0.0,1.0,0.0,0.0
56.0,20.0,5.0,73.0,1.0,-1.0,0.0,0.0,3.0,2.0,3.0,0.0,285.0,0.0,1.0,1.0,0.0,0.0
49.0,20.0,5.0,77.0,3.0,185.0,7.0,1.0,9.0,0.0,0.0,0.0,-471.0,1.0,0.0,1.0,0.0,0.0
31.0,20.0,5.0,279.0,1.0,-1.0,0.0,0.0,7.0,0.0,1.0,0.0,1167.0,1.0,1.0,1.0,0.0,0.0
43.0,20.0,5.0,227.0,1.0,-1.0,0.0,0.0,8.0,0.0,3.0,0.0,5039.0,0.0,0.0,1.0,0.0,0.0
44.0,20.0,5.0,40.0,3.0,-1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
49.0,20.0,5.0,166.0,3.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,8422.0,1.0,0.0,1.0,0.0,0.0
32.0,20.0,5.0,102.0,4.0,-1.0,0.0,0.0,6.0,0.0,0.0,0.0,233.0,1.0,0.0,1.0,0.0,0.0
47.0,20.0,5.0,144.0,2.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,3070.0,0.0,0.0,1.0,0.0,0.0
31.0,20.0,5.0,115.0,2.0,177.0,2.0,1.0,6.0,0.0,1.0,0.0,3052.0,1.0,1.0,1.0,0.0,0.0
39.0,20.0,5.0,61.0,2.0,181.0,4.0,1.0,8.0,0.0,1.0,0.0,31.0,1.0,0.0,1.0,0.0,0.0
37.0,20.0,5.0,106.0,2.0,167.0,1.0,1.0,3.0,2.0,1.0,0.0,33.0,1.0,0.0,1.0,0.0,0.0
41.0,20.0,5.0,106.0,3.0,183.0,3.0,1.0,0.0,0.0,0.0,0.0,666.0,1.0,0.0,1.0,0.0,0.0
31.0,20.0,5.0,187.0,2.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,5191.0,0.0,0.0,1.0,0.0,0.0
54.0,20.0,5.0,101.0,2.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,6410.0,0.0,0.0,1.0,0.0,0.0
37.0,20.0,5.0,619.0,3.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,2814.0,1.0,0.0,1.0,0.0,0.0
49.0,20.0,5.0,127.0,2.0,157.0,1.0,1.0,7.0,1.0,2.0,0.0,5095.0,1.0,0.0,1.0,0.0,0.0
30.0,20.0,5.0,435.0,1.0,-1.0,0.0,0.0,8.0,1.0,0.0,0.0,1259.0,0.0,0.0,1.0,0.0,0.0
31.0,20.0,5.0,627.0,3.0,-1.0,0.0,0.0,6.0,1.0,1.0,0.0,6981.0,1.0,0.0,1.0,0.0,0.0
35.0,20.0,5.0,258.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2793.0,0.0,0.0,1.0,0.0,0.0
36.0,20.0,5.0,399.0,2.0,156.0,2.0,1.0,3.0,1.0,0.0,0.0,3649.0,1.0,0.0,1.0,0.0,0.0
40.0,20.0,5.0,87.0,2.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,3765.0,1.0,0.0,1.0,0.0,0.0
31.0,20.0,5.0,911.0,4.0,-1.0,0.0,0.0,7.0,0.0,3.0,0.0,-212.0,0.0,1.0,1.0,0.0,0.0
43.0,20.0,5.0,43.0,4.0,189.0,2.0,1.0,0.0,0.0,0.0,0.0,5670.0,1.0,0.0,1.0,0.0,0.0
37.0,20.0,5.0,352.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9895.0,1.0,0.0,1.0,0.0,0.0
34.0,20.0,5.0,108.0,2.0,-1.0,0.0,0.0,1.0,2.0,1.0,0.0,558.0,0.0,0.0,1.0,0.0,0.0
33.0,20.0,5.0,262.0,3.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,145.0,1.0,0.0,1.0,0.0,0.0
53.0,20.0,5.0,196.0,2.0,-1.0,0.0,0.0,3.0,1.0,3.0,0.0,7724.0,0.0,0.0,1.0,0.0,0.0
34.0,20.0,5.0,111.0,3.0,104.0,3.0,1.0,0.0,0.0,0.0,0.0,1433.0,0.0,0.0,1.0,0.0,0.0
30.0,20.0,5.0,104.0,5.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,3817.0,1.0,0.0,1.0,0.0,0.0
34.0,20.0,5.0,128.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1518.0,1.0,0.0,1.0,0.0,0.0
43.0,20.0,5.0,165.0,3.0,-1.0,0.0,0.0,7.0,0.0,1.0,0.0,14679.0,1.0,0.0,1.0,0.0,0.0
43.0,20.0,5.0,105.0,2.0,184.0,3.0,2.0,3.0,0.0,1.0,0.0,3311.0,1.0,0.0,2.0,0.0,0.0
47.0,20.0,5.0,133.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,1.0,0.0,1.0,0.0,0.0
33.0,20.0,5.0,179.0,2.0,-1.0,0.0,0.0,6.0,1.0,1.0,0.0,2548.0,1.0,0.0,1.0,0.0,0.0
45.0,20.0,5.0,206.0,2.0,162.0,3.0,1.0,2.0,2.0,0.0,0.0,1273.0,1.0,1.0,1.0,0.0,0.0
30.0,20.0,5.0,240.0,2.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1372.0,0.0,0.0,1.0,0.0,0.0
31.0,20.0,5.0,198.0,2.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,389.0,1.0,0.0,1.0,0.0,0.0
34.0,20.0,5.0,129.0,2.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,1995.0,1.0,0.0,1.0,0.0,0.0
32.0,20.0,5.0,224.0,2.0,183.0,1.0,1.0,3.0,1.0,1.0,0.0,6982.0,1.0,0.0,1.0,0.0,0.0
30.0,20.0,5.0,157.0,3.0,-1.0,0.0,0.0,3.0,2.0,3.0,0.0,511.0,1.0,0.0,1.0,0.0,0.0
49.0,20.0,5.0,182.0,2.0,-1.0,0.0,0.0,3.0,0.0,3.0,1.0,-98.0,1.0,0.0,1.0,0.0,0.0
38.0,20.0,5.0,386.0,2.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,7696.0,1.0,0.0,1.0,0.0,0.0
35.0,20.0,5.0,434.0,2.0,181.0,5.0,2.0,3.0,0.0,1.0,0.0,911.0,1.0,0.0,1.0,0.0,0.0
41.0,20.0,5.0,642.0,2.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,-52.0,1.0,1.0,1.0,0.0,0.0
58.0,20.0,5.0,163.0,2.0,-1.0,0.0,0.0,3.0,2.0,3.0,0.0,2716.0,0.0,0.0,1.0,0.0,0.0
33.0,20.0,5.0,214.0,2.0,184.0,2.0,1.0,3.0,0.0,1.0,0.0,3514.0,1.0,0.0,1.0,0.0,0.0
34.0,20.0,5.0,155.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,16649.0,1.0,0.0,1.0,0.0,0.0
31.0,20.0,5.0,1145.0,4.0,-1.0,0.0,0.0,8.0,1.0,1.0,0.0,148.0,1.0,1.0,1.0,0.0,0.0
35.0,20.0,5.0,148.0,4.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,1546.0,1.0,0.0,1.0,0.0,0.0
43.0,20.0,5.0,329.0,2.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,4581.0,1.0,0.0,1.0,0.0,0.0
32.0,20.0,5.0,221.0,3.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1352.0,0.0,0.0,1.0,0.0,0.0
42.0,20.0,5.0,135.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9009.0,0.0,0.0,1.0,0.0,0.0
47.0,20.0,5.0,148.0,2.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,140.0,0.0,1.0,1.0,0.0,0.0
30.0,20.0,5.0,41.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,19796.0,0.0,0.0,1.0,0.0,0.0
41.0,20.0,5.0,159.0,2.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,2585.0,0.0,0.0,2.0,0.0,0.0
31.0,20.0,5.0,470.0,2.0,-1.0,0.0,0.0,3.0,1.0,3.0,0.0,2369.0,1.0,1.0,1.0,0.0,0.0
42.0,20.0,5.0,75.0,2.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,8899.0,1.0,0.0,1.0,0.0,0.0
33.0,20.0,5.0,155.0,1.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,2994.0,1.0,0.0,1.0,0.0,0.0
52.0,20.0,5.0,147.0,1.0,-1.0,0.0,0.0,6.0,2.0,1.0,0.0,361.0,0.0,1.0,1.0,0.0,0.0
32.0,20.0,5.0,167.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,3097.0,1.0,0.0,1.0,0.0,0.0
32.0,20.0,5.0,564.0,2.0,183.0,1.0,1.0,3.0,1.0,1.0,0.0,2696.0,1.0,0.0,1.0,0.0,0.0
33.0,20.0,5.0,268.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,2360.0,1.0,0.0,1.0,0.0,0.0
56.0,20.0,5.0,16.0,1.0,-1.0,0.0,0.0,5.0,0.0,3.0,0.0,1448.0,1.0,1.0,2.0,0.0,0.0
31.0,20.0,5.0,533.0,2.0,-1.0,0.0,0.0,6.0,0.0,1.0,0.0,11839.0,1.0,1.0,1.0,0.0,0.0
45.0,20.0,5.0,264.0,1.0,-1.0,0.0,0.0,9.0,0.0,0.0,0.0,3559.0,1.0,1.0,1.0,0.0,0.0
37.0,20.0,5.0,303.0,4.0,-1.0,0.0,0.0,9.0,0.0,3.0,0.0,3051.0,1.0,0.0,1.0,0.0,0.0
31.0,20.0,5.0,225.0,2.0,183.0,1.0,1.0,1.0,1.0,0.0,0.0,1887.0,0.0,1.0,1.0,0.0,0.0
34.0,20.0,5.0,90.0,3.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1310.0,0.0,1.0,1.0,0.0,0.0
54.0,20.0,5.0,283.0,2.0,189.0,2.0,2.0,3.0,2.0,3.0,0.0,10374.0,1.0,0.0,1.0,0.0,0.0
57.0,20.0,5.0,915.0,1.0,-1.0,0.0,0.0,6.0,2.0,2.0,0.0,4012.0,0.0,0.0,1.0,0.0,0.0
52.0,20.0,5.0,208.0,1.0,-1.0,0.0,0.0,10.0,0.0,1.0,0.0,234.0,0.0,0.0,1.0,0.0,0.0
33.0,20.0,5.0,207.0,1.0,-1.0,0.0,0.0,7.0,0.0,1.0,0.0,2975.0,1.0,0.0,1.0,0.0,0.0
32.0,20.0,5.0,56.0,4.0,-1.0,0.0,0.0,3.0,1.0,1.0,0.0,3658.0,1.0,1.0,1.0,0.0,0.0
47.0,20.0,5.0,319.0,1.0,100.0,2.0,1.0,9.0,0.0,1.0,0.0,3533.0,1.0,0.0,1.0,0.0,0.0
34.0,20.0,5.0,57.0,3.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,1524.0,1.0,0.0,1.0,0.0,0.0
45.0,20.0,5.0,841.0,2.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,5461.0,1.0,0.0,1.0,1.0,0.0
32.0,20.0,5.0,354.0,2.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,2185.0,0.0,0.0,1.0,0.0,0.0
52.0,20.0,5.0,871.0,3.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,7119.0,0.0,1.0,2.0,1.0,0.0
55.0,20.0,5.0,88.0,2.0,112.0,3.0,2.0,2.0,0.0,0.0,0.0,3459.0,1.0,1.0,1.0,0.0,0.0
31.0,20.0,5.0,279.0,2.0,-1.0,0.0,0.0,3.0,1.0,1.0,0.0,297.0,1.0,0.0,1.0,0.0,0.0
59.0,20.0,5.0,180.0,2.0,-1.0,0.0,0.0,3.0,1.0,1.0,0.0,12270.0,0.0,0.0,1.0,0.0,0.0
37.0,20.0,5.0,156.0,4.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,3370.0,1.0,0.0,1.0,0.0,0.0
30.0,20.0,5.0,235.0,3.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,186.0,1.0,0.0,1.0,0.0,0.0
31.0,20.0,5.0,1532.0,3.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,13711.0,1.0,0.0,1.0,1.0,0.0
38.0,20.0,5.0,251.0,2.0,101.0,3.0,1.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,1.0,0.0,0.0
33.0,20.0,5.0,884.0,3.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,925.0,0.0,0.0,1.0,0.0,0.0
42.0,20.0,5.0,93.0,4.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,3396.0,1.0,1.0,2.0,0.0,0.0
58.0,20.0,5.0,88.0,2.0,-1.0,0.0,0.0,8.0,0.0,0.0,0.0,6237.0,1.0,0.0,1.0,0.0,0.0
54.0,20.0,5.0,43.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1502.0,0.0,0.0,1.0,0.0,0.0
30.0,20.0,5.0,808.0,3.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,2784.0,0.0,0.0,1.0,0.0,0.0
53.0,20.0,5.0,600.0,3.0,189.0,2.0,1.0,2.0,0.0,1.0,0.0,111.0,1.0,0.0,1.0,0.0,0.0
53.0,20.0,5.0,75.0,3.0,-1.0,0.0,0.0,8.0,2.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0
36.0,20.0,5.0,986.0,6.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,655.0,0.0,0.0,1.0,0.0,0.0
30.0,20.0,5.0,172.0,2.0,-1.0,0.0,0.0,9.0,0.0,3.0,0.0,1379.0,0.0,1.0,1.0,0.0,0.0
35.0,20.0,5.0,315.0,2.0,196.0,4.0,1.0,7.0,0.0,1.0,0.0,142.0,1.0,0.0,1.0,0.0,0.0
30.0,20.0,5.0,117.0,3.0,-1.0,0.0,0.0,2.0,0.0,1.0,0.0,392.0,1.0,0.0,1.0,0.0,0.0
38.0,20.0,5.0,151.0,3.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,96.0,1.0,0.0,1.0,0.0,0.0
54.0,20.0,5.0,399.0,2.0,-1.0,0.0,0.0,8.0,0.0,1.0,0.0,641.0,1.0,0.0,1.0,0.0,0.0
40.0,20.0,5.0,317.0,2.0,-1.0,0.0,0.0,0.0,1.0,3.0,0.0,1527.0,0.0,1.0,1.0,0.0,0.0
59.0,20.0,5.0,116.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5314.0,0.0,0.0,1.0,0.0,0.0
32.0,20.0,5.0,90.0,2.0,-1.0,0.0,0.0,3.0,0.0,1.0,0.0,5075.0,1.0,0.0,2.0,0.0,0.0
36.0,20.0,5.0,115.0,3.0,-1.0,0.0,0.0,8.0,0.0,0.0,0.0,943.0,0.0,0.0,1.0,0.0,0.0
31.0,20.0,5.0,303.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6290.0,0.0,0.0,1.0,0.0,0.0
39.0,20.0,5.0,78.0,2.0,185.0,4.0,1.0,0.0,1.0,0.0,0.0,889.0,0.0,0.0,1.0,0.0,0.0
36.0,20.0,5.0,97.0,2.0,-1.0,0.0,0.0,6.0,0.0,0.0,0.0,75.0,0.0,1.0,1.0,0.0,0.0
54.0,20.0,5.0,104.0,3.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,3859.0,0.0,1.0,1.0,0.0,0.0
46.0,20.0,5.0,68.0,2.0,-1.0,0.0,0.0,2.0,2.0,1.0,0.0,2514.0,1.0,0.0,1.0,0.0,0.0
44.0,20.0,5.0,136.0,3.0,125.0,2.0,2.0,0.0,2.0,0.0,0.0,6285.0,1.0,0.0,1.0,0.0,0.0
32.0,20.0,5.0,591.0,3.0,-1.0,0.0,0.0,1.0,0.0,3.0,0.0,3774.0,1.0,0.0,1.0,0.0,0.0
35.0,20.0,5.0,251.0,2.0,-1.0,0.0,0.0,6.0,1.0,1.0,0.0,1070.0,0.0,0.0,1.0,0.0,0.0
36.0,20.0,5.0,355.0,6.0,-1.0,0.0,0.0,7.0,2.0,1.0,0.0,54.0,1.0,0.0,1.0,0.0,0.0
57.0,20.0,5.0,231.0,2.0,-1.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
31.0,20.0,5.0,251.0,4.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-208.0,1.0,1.0,1.0,0.0,0.0
37.0,20.0,5.0,341.0,2.0,-1.0,0.0,0.0,3.0,1.0,1.0,0.0,3572.0,1.0,1.0,1.0,0.0,0.0
46.0,20.0,5.0,106.0,3.0,-1.0,0.0,0.0,6.0,2.0,1.0,0.0,778.0,1.0,0.0,1.0,0.0,0.0
32.0,20.0,5.0,110.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6059.0,1.0,0.0,1.0,0.0,0.0
58.0,20.0,5.0,361.0,2.0,189.0,1.0,1.0,1.0,0.0,1.0,0.0,5618.0,1.0,0.0,1.0,0.0,0.0
36.0,20.0,5.0,378.0,8.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
38.0,20.0,5.0,441.0,4.0,-1.0,0.0,0.0,6.0,1.0,1.0,0.0,77.0,0.0,0.0,1.0,0.0,0.0
56.0,20.0,5.0,282.0,2.0,135.0,1.0,1.0,3.0,2.0,3.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0
34.0,20.0,5.0,197.0,7.0,-1.0,0.0,0.0,7.0,0.0,1.0,0.0,1611.0,0.0,1.0,2.0,0.0,0.0
35.0,20.0,5.0,217.0,3.0,-1.0,0.0,0.0,2.0,0.0,3.0,0.0,-394.0,1.0,0.0,1.0,0.0,0.0
53.0,20.0,5.0,95.0,2.0,-1.0,0.0,0.0,3.0,2.0,3.0,0.0,1480.0,1.0,0.0,1.0,0.0,0.0
51.0,20.0,5.0,172.0,2.0,-1.0,0.0,0.0,3.0,0.0,3.0,0.0,4712.0,0.0,0.0,2.0,0.0,0.0
38.0,20.0,5.0,210.0,2.0,-1.0,0.0,0.0,9.0,0.0,1.0,0.0,1906.0,0.0,1.0,1.0,0.0,0.0
31.0,20.0,5.0,952.0,2.0,-1.0,0.0,0.0,3.0,0.0,0.0,0.0,-35.0,0.0,0.0,1.0,1.0,0.0
31.0,20.0,5.0,332.0,3.0,-1.0,0.0,0.0,2.0,0.0,1.0,0.0,7518.0,1.0,0.0,1.0,0.0,0.0
50.0,20.0,5.0,117.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0,0.0,1.0,1.0,0.0,0.0
40.0,20.0,5.0,194.0,4.0,188.0,8.0,2.0,7.0,0.0,1.0,0.0,5248.0,1.0,1.0,1.0,0.0,0.0
44.0,20.0,5.0,233.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,1.0,0.0,0.0
31.0,20.0,5.0,1341.0,3.0,178.0,7.0,1.0,9.0,0.0,1.0,0.0,314.0,1.0,0.0,1.0,1.0,0.0
35.0,20.0,5.0,197.0,4.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
