@relation synthetic_control

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute target {1,2,3,4,5,6}

@data
0.3887,0.67068,0.78633,1.8696,0.93501,0.86996,-0.38607,-0.43881,-1.3654,-0.67106,-1.408,-0.39159,0.25754,1.035,0.85234,1.4754,0.77156,0.1884,-0.3048,-0.99777,-1.3737,-1.736,-0.79902,-0.14627,-0.26733,0.38461,0.92616,1.5929,0.86732,0.4381,-0.52117,-0.60903,-1.403,-0.62353,-0.6912,-0.44835,0.41402,0.84002,1.4101,1.8488,0.47803,-0.15868,-0.95018,-1.0607,-1.083,-0.74649,-1.2323,0.19783,0.40975,0.91791,1.9603,1.6373,0.56933,-0.013502,0.05308,-1.5258,-1.5947,-1.814,-0.58302,0.2982,2
1.1605,1.2285,0.026596,-0.91349,-0.90553,0.80415,-1.3064,0.18811,-0.74037,-1.2301,-0.21453,0.061744,-1.3354,-1.5587,-1.5598,-0.261,-0.79427,1.2377,1.3483,-1.044,1.7031,-0.48211,1.1135,0.45591,0.21072,-0.82775,0.62189,0.15381,1.7573,-0.10951,1.3232,0.63527,-0.13864,-1.3942,0.11815,-1.1608,1.7173,-1.6137,0.47695,-1.0131,0.024535,-0.050844,0.95313,1.6039,-0.44967,-1.1654,0.68936,-0.68179,-0.41173,-0.61429,-1.3336,1.6187,1.6373,0.6307,-0.88416,0.35659,1.2163,-0.81832,-0.1516,0.091698,1
1.7578,1.4349,1.0278,0.94586,1.5034,1.1547,1.3666,0.89635,1.7059,1.3777,0.82844,1.2702,1.0962,1.288,0.82766,0.21447,0.19234,0.97348,1.1427,0.39577,-0.11031,0.15449,0.3596,0.75103,0.13227,0.92883,-0.12218,0.25942,-0.58179,-0.50153,-0.18663,0.47515,-0.55884,-0.61324,-0.028155,-0.052498,0.011344,-0.11101,-0.095806,-0.092256,-0.089531,-0.6394,-0.13678,-1.2609,-1.2408,-0.27217,-0.48811,-1.133,-1.4794,-0.68484,-0.95938,-0.67284,-1.7008,-1.3081,-1.8746,-0.93105,-1.9097,-1.8826,-1.1979,-1.5563,4
-1.2886,-0.93088,-1.9427,-1.2085,-0.80909,-1.6375,-1.3749,-1.327,-1.5793,-0.57143,-1.4456,-0.93167,-0.56504,-0.34835,-1.178,-0.85777,-0.80568,-1.136,-1.0953,-0.16013,-1.0425,-0.47819,0.14005,-0.084286,-0.65403,-0.52223,0.18999,-0.60546,-0.22577,-0.19943,0.13397,0.69756,0.4405,0.46937,0.53583,-0.11089,-0.11222,0.46868,0.6035,1.2325,1.1434,0.29337,0.48767,0.1101,0.19018,1.1698,1.5816,1.5662,0.88334,0.48425,0.42383,1.7517,1.9232,1.425,0.69212,1.0099,1.4783,0.77866,1.8578,1.0662,3
0.41668,0.042536,0.8301,1.096,1.6727,0.91013,1.0369,-0.048544,-0.39513,-0.66839,-0.96092,-0.97803,-0.78749,-0.34134,-0.63677,-0.080071,1.1286,1.124,1.5584,1.1701,1.1834,-0.23493,-0.48122,-0.7075,-1.5103,-1.4818,-0.76279,-0.62023,-0.464,0.63716,0.63695,1.4444,1.105,0.9407,0.58372,-0.12022,-0.5676,-0.79589,-1.0261,-0.80255,-1.761,-1.2931,-0.060398,-0.19789,0.71236,1.2369,1.5237,1.6125,0.76965,0.6886,0.21379,-0.95652,-1.3985,-1.6484,-1.6057,-1.5319,-1.0425,0.42421,-0.049184,1.3176,2
-0.89399,1.6767,-0.33692,1.3263,1.5982,-0.29375,-1.6679,-0.77909,-0.75375,-0.34802,1.6015,-0.86282,-1.3081,0.56578,-0.081862,1.0206,-1.0408,-0.11307,1.3971,-1.1804,0.7255,-0.079582,-1.4175,0.49445,0.17906,-0.010984,-0.43847,1.0234,-0.80573,0.19753,-0.69593,-0.63645,1.2079,1.7813,0.43717,-1.0859,-0.41336,1.4777,-1.4859,0.49913,-0.87617,0.51654,1.8018,-1.3293,-0.92324,0.73047,0.64287,1.0341,-0.24126,1.2577,-0.83072,-0.53937,0.28703,0.39986,-0.51468,-1.6111,-0.3789,-1.7052,1.2213,0.57916,1
-0.5085,-2.356,-1.2259,-1.7011,-0.69068,-0.61042,-0.17813,-2.1639,-0.52063,-0.50154,-0.56428,-0.031329,-1.5404,-0.79448,-1.5403,-1.3587,-0.88639,-1.2911,0.3033,-0.26534,-0.41315,0.075796,-0.86956,0.5373,0.058166,0.76736,0.69163,-0.47954,-0.4347,-1.0566,1.0662,-0.34956,0.97271,-0.91217,0.43763,1.0896,0.52976,0.87159,-0.33334,0.51021,0.33406,0.28784,0.5418,-0.37815,-0.097904,1.7229,0.217,1.8929,0.66244,0.25978,0.71619,0.066729,2.0695,0.36586,1.5162,0.94243,0.65697,1.0172,0.58886,2.2839,3
0.82629,1.8859,1.6899,1.1578,1.96,1.2518,1.1053,0.6613,0.67061,1.8375,0.75319,1.1779,0.5376,1.6857,1.0399,1.6494,1.9339,1.1252,0.50155,0.93726,0.89378,-1.0114,-0.48889,-0.063249,-0.12904,-1.1677,-0.76319,-0.1017,-0.53184,-1.4703,-0.042853,-1.4551,-1.175,-0.24069,-0.50597,-0.75097,-0.37081,-0.066924,-1.0385,-0.71146,-0.31862,-1.1436,-0.010813,-0.85743,-0.77555,-0.73401,-1.3371,-0.013872,-0.62637,-1.4128,-0.37978,-0.51575,-0.53764,-0.59074,-1.2629,-0.14758,-0.65498,-1.0953,-0.40267,-0.3786,6
1.4663,1.4014,0.89041,0.63726,0.54057,0.99939,0.86049,0.90625,0.42883,1.7849,0.45603,1.9408,1.0914,0.6296,0.87975,0.52015,0.89745,1.2364,1.6057,1.5442,0.89869,0.73402,1.8231,0.6484,1.0691,0.15021,-0.50762,-0.41486,-1.3378,-0.37396,0.11821,0.039491,-0.37796,-0.77023,-0.2098,-1.3149,-1.3639,-1.0248,-0.19307,-0.70445,-0.43722,-1.36,-1.2699,-0.74536,-0.90864,-1.2288,-1.0874,-0.99736,-0.87749,-1.1903,-0.14645,-0.43528,-1.2084,-1.3868,0.056563,-0.49012,-0.88924,-0.46728,-1.3286,-1.207,6
1.1023,1.1514,1.1795,1.2268,1.1713,0.45163,1.4282,1.3114,1.1475,-0.16374,0.42211,-0.15889,0.96181,1.3683,0.29748,0.56718,0.55152,0.25993,0.11016,0.76596,1.0605,0.27214,0.50305,1.1367,-0.13815,0.2498,0.17983,1.0586,0.088714,0.8712,0.37493,0.91189,0.60772,1.4293,0.005776,1.299,-1.6003,-0.39013,-0.82791,-0.53346,-1.9772,-0.63839,-0.45008,-1.7633,-0.94485,-1.6337,-0.86809,-0.63535,-0.71694,-1.6081,-1.7549,-1.1336,-0.76083,-1.402,-0.40969,-1.2769,-0.50189,-1.8676,-0.97802,-0.38938,6
-1.3433,0.19068,-0.91543,0.494,0.052807,1.3242,-1.4841,-0.45504,0.66081,0.21828,-0.62821,1.6249,-0.32334,-0.63435,-0.57637,-0.50052,0.15783,-0.22961,-0.091975,0.50775,0.023327,0.94845,-1.3389,-1.8056,0.73686,-0.86651,-0.38054,1.0074,-1.4507,1.1908,0.82123,1.0278,-1.7702,0.35859,1.7476,-1.8386,-0.48187,0.87228,-0.53895,-0.62821,-0.11263,0.98411,-0.26447,-1.4439,0.4588,-0.53012,1.6551,-0.58452,0.083869,1.0278,0.17894,-0.93645,1.0456,1.4641,1.7553,-1.6159,0.40821,1.2855,-1.3547,0.81216,1
-0.54245,0.89517,1.7961,1.7914,1.0769,0.2999,-1.3075,-1.3683,-1.204,-0.70955,-0.016088,0.96112,1.694,0.84071,1.259,0.54465,-0.93467,-1.0216,-1.2712,-0.81621,0.14126,0.27725,1.7592,1.7273,0.5683,-0.052785,-0.41058,-1.2438,-0.86582,-0.83211,-0.17185,0.33961,0.71032,1.6645,0.78723,0.13077,-0.071061,-1.1398,-0.80519,-0.33755,0.16529,0.63719,1.2255,0.92223,0.47456,-0.19638,-0.99693,-1.1931,-1.5135,-1.1128,-0.31588,0.41122,1.0236,0.84041,0.8193,-0.32225,-0.88059,-1.169,-1.4692,-1.4921,2
-0.38828,0.55101,1.0168,1.6441,0.67269,0.43502,0.17412,-0.17573,-1.133,-0.61163,-1.8838,-1.562,-1.4054,0.00671,0.14717,1.2837,1.2601,1.0458,1.1158,0.097631,0.30808,-0.72519,-1.3085,-1.6499,-0.70314,-0.64962,-0.52417,0.52675,0.51982,0.81689,0.82061,1.255,1.1015,0.56402,-0.14674,-1.3647,-1.0652,-1.5004,-0.5527,-0.98304,-0.48179,1.0754,1.0541,1.6616,1.0734,1.498,0.50174,-0.19103,-0.99509,-1.585,-1.0202,-1.7608,-0.93842,-0.57775,-0.10586,0.85429,1.1888,0.77696,0.68495,0.25665,2
1.0856,1.4098,1.666,1.4948,1.7667,1.5291,1.4934,1.4324,0.00287,0.17947,-0.22374,0.15699,1.4119,1.1679,1.3265,0.86911,-0.083982,1.265,0.027388,1.0201,-0.47707,0.35208,1.1124,0.96837,-0.50511,0.62037,-0.9353,-0.75689,-0.10546,0.080572,0.30586,-0.029235,0.34387,0.49406,0.63923,-0.39265,-0.51686,-0.65636,-1.3046,0.31307,-0.35354,-0.18558,-1.0918,-0.70882,-1.499,-1.4973,0.12359,-0.55256,-0.11263,-1.316,-1.3852,-1.3866,-0.13348,-1.0422,-0.37555,-1.2717,-1.968,-0.83961,-1.1154,-1.8362,4
0.21989,0.49601,1.0898,1.6595,1.4254,1.1471,0.87113,0.76435,-0.023513,-0.47892,-1.961,-1.4125,-1.5599,-0.84997,-0.54929,0.24714,0.30328,0.59978,0.94382,1.9765,1.0678,0.18664,0.046111,-0.86145,-0.63303,-1.3659,-0.95243,-0.68503,-0.79827,-0.49246,0.19659,1.4704,0.65474,1.3763,1.564,1.0735,-0.24799,-0.12196,-1.0691,-1.0496,-1.2113,-1.3495,-1.2572,-0.12569,-0.50812,0.91872,0.77148,0.87861,1.5739,0.88902,0.83908,0.23218,-0.17275,-0.51671,-1.1298,-1.0546,-1.4586,-1.4445,0.10304,-0.24465,2
-0.41818,1.2313,1.0233,1.7409,0.88947,0.056797,-0.61991,-1.1709,-1.1569,-1.1178,-1.38,-0.81247,0.21725,1.5249,0.83338,0.64294,0.15242,-0.16432,-0.36933,-0.74232,-1.5815,-0.91118,-0.36123,0.17841,1.505,1.3837,1.483,1.3004,-0.37625,-0.85662,-1.7327,-0.99235,-1.0128,-0.074383,-0.16743,0.90798,0.88178,0.92547,1.2886,0.70601,-0.051194,-0.77504,-0.90805,-1.5461,-0.85927,-0.56263,0.82158,1.0224,1.3863,0.96905,0.81371,-0.80985,-0.45066,-1.3933,-1.7052,-1.1561,0.0708,0.43958,0.63939,1.2001,2
1.2139,1.0054,0.52409,0.51628,0.94956,1.4631,0.90932,1.2952,0.93846,1.2433,1.0947,0.45217,1.3405,0.5034,0.72459,0.73227,0.38303,0.72822,0.75595,1.2917,0.60359,0.37481,0.46059,0.77313,1.1451,1.2463,1.4679,0.90147,0.66419,0.61234,0.46117,0.83554,-0.76406,-1.4524,-1.525,-1.4418,-1.259,-1.161,-0.43287,-0.36335,-0.97541,-1.4482,-0.8046,-0.97723,-0.65426,-0.72212,-0.78912,-0.98701,-0.29912,-1.3673,-0.249,-0.72224,-1.1981,-1.4819,-1.032,-1.4791,-1.2637,-1.2484,-1.2158,-0.29717,6
-0.76254,-1.4586,-1.0261,-0.89712,-1.7415,-1.2653,-1.6887,-0.91901,-1.2368,-0.92602,-1.7057,-1.2989,-1.5746,-0.77103,-1.0323,-1.1873,-1.4536,-0.79887,-0.87969,-1.3672,-0.73156,-1.6169,-0.73869,0.70452,0.21502,1.1171,0.45969,0.80043,0.40058,0.80462,0.61899,0.32206,0.18774,0.20767,1.1637,1.2117,1.0089,1.0689,0.38235,1.1456,0.6843,0.90932,1.2403,0.31459,0.43381,1.2012,0.61601,1.1078,1.0348,1.1222,0.77391,0.42948,1.3003,0.42091,0.92343,0.95864,0.30739,0.92256,0.27426,0.28327,5
-1.2142,-0.61421,-0.62735,-1.05,-0.97733,-0.11425,-1.2273,-0.63627,-0.13864,-0.77191,-1.1715,-0.43489,-0.6079,-1.6286,-1.1369,-0.35408,-1.5023,-0.42181,-1.2124,-0.65396,-1.3926,-0.59032,-0.15162,-1.1603,-0.42955,-1.8664,-0.99866,-1.8573,1.5688,0.34367,-0.066948,0.22338,1.7066,-0.008205,0.15229,0.30244,0.84977,1.5128,0.00767,0.44246,1.562,0.81634,0.036275,1.6213,1.5295,0.18949,0.81787,1.2088,1.0657,-0.00757,0.16617,0.69411,0.66061,1.5834,1.3597,0.79472,0.98086,1.0312,0.55637,1.2411,5
1.1737,1.0473,1.3583,1.4306,0.79781,1.1453,1.9887,1.716,0.36907,0.29042,1.2353,0.30221,1.0919,0.46547,0.60838,-0.082502,0.84449,1.5224,1.2336,1.4272,1.3678,0.49474,0.75001,-0.10761,0.55599,-0.31584,-0.18981,0.32019,-0.68418,-0.22235,-0.39737,-0.72423,-0.52306,0.054708,-0.3415,-0.23049,-1.129,-0.096892,-1.0823,0.2012,-0.42292,0.35217,0.3341,-0.37203,-0.47261,-0.15779,-1.3544,-0.34662,-0.36251,-0.89552,-1.7103,-1.4957,-1.5502,-1.4066,-0.22297,-1.0949,-0.72917,-2.0425,-2.0879,-1.6275,4
-0.043046,-1.7416,-0.45271,-1.3238,-1.5371,-0.78002,-1.9231,-0.6941,-0.2104,-1.263,-0.93104,-0.92515,-0.63357,-0.012643,-1.2646,-0.019016,0.18616,-0.36335,-1.9839,-1.7121,-0.65581,-1.852,-1.0869,0.68849,-0.15582,1.0512,0.26943,0.88583,0.72164,1.0415,0.56854,-0.50118,0.89256,-0.3555,1.0044,1.6967,0.31809,1.1636,-0.28283,1.2679,0.16306,1.6703,-0.32456,1.1434,-0.028116,1.1315,-0.44368,1.6879,1.5937,-0.21496,0.40391,0.11661,-0.028172,0.19298,-0.24901,0.54329,0.49964,1.5521,-0.027294,1.5656,5
-0.4635,-0.76728,-0.99356,0.40632,0.41391,1.0437,-0.015856,0.8315,-0.30403,0.30634,0.88924,1.2985,1.1926,0.92638,0.24631,1.0747,0.41828,0.61469,-0.68241,1.2555,-1.8094,-0.050079,-0.79434,-1.458,-0.73286,-1.6295,-0.33389,1.1586,-0.88902,-1.4908,0.16619,0.53896,1.0777,1.0804,-1.3958,1.1587,-1.0667,1.5047,-1.5471,1.2369,1.0847,1.162,-0.70997,-0.58855,0.75399,0.14041,-1.4777,-1.4821,-0.84304,1.4188,-0.28114,-0.23932,-0.44667,0.16682,0.82005,-0.68564,0.82328,-1.6725,-1.4578,1.0983,1
-0.37301,-0.62806,-1.0259,-0.19718,-0.71824,-1.2481,-1.2227,-0.87228,-1.0964,0.039251,-0.050366,-0.33513,-1.0698,-0.74283,-1.1075,-0.35948,-1.0847,-1.3441,-0.33625,-0.64211,-0.27983,-0.39733,-0.15003,-1.1452,-0.68339,-1.0409,-1.2397,-0.12631,-0.11583,0.04008,-1.06,-0.64094,-1.0145,-1.3594,-0.19714,-0.52613,-0.39049,-0.58813,-0.002768,1.8261,0.89486,0.701,0.60909,1.1671,1.7223,0.53492,1.8347,0.79036,0.73924,0.71671,1.2748,1.8036,1.8288,1.478,1.7935,1.3309,1.4585,0.71806,1.4582,0.65203,5
-1.1817,-0.78144,-0.69967,0.70501,0.55226,0.89962,-0.32283,0.32404,-0.57326,0.94009,-0.81685,0.061777,0.43186,-1.2894,-0.81083,-0.9451,1.5101,-0.97542,1.2384,0.839,-0.13238,-1.2728,0.090321,-1.0678,-1.7597,0.63187,0.15281,1.0825,0.5916,1.3452,1.4185,-1.2355,-1.3754,-0.15075,1.3509,1.0579,-0.19995,0.58993,-0.35542,-1.3157,-0.37837,0.12768,1.2936,1.1399,-0.10997,-0.88688,1.4919,-0.90132,-0.50735,1.4369,-1.1894,-1.5764,1.6187,1.5114,-0.22745,-1.6359,1.3743,-0.25351,0.054514,-0.93402,1
1.6147,1.4385,1.525,0.89004,1.1276,2.2086,0.84415,0.98783,1.2959,1.4467,0.28704,1.5053,0.65716,0.65424,1.238,-0.00482,0.51511,0.1982,-0.090969,0.20061,0.50858,0.84228,-0.41972,0.47278,0.38174,-0.41049,-0.67944,1.0877,0.4033,0.64675,0.06537,0.078662,-0.66108,0.52209,-0.25497,-0.2172,-0.97137,-0.57078,-0.1117,-0.74999,-0.28556,-0.14632,-0.91434,0.24869,-1.1406,0.17898,-0.57225,-1.6722,-0.25707,-0.42738,-0.54364,-0.41872,-1.7048,-1.9523,-2.0993,-0.47569,-1.267,-1.3243,-1.6608,-2.0668,4
-1.2136,-1.2829,-0.11586,-1.2077,-0.5321,-1.3738,-0.40414,-1.3429,-0.97583,-0.48695,-0.68602,-0.19541,-1.201,-0.6834,-1.3508,-1.3339,-0.74455,-1.0409,-0.86358,-0.45872,-0.22752,-0.18391,-1.2285,-1.23,-1.2868,-0.94813,-0.43774,-0.084764,-0.41246,-0.28673,-0.11925,-0.80029,-0.60478,-1.0547,-0.41726,0.59614,1.2002,0.84155,0.79604,0.52693,1.3036,0.82557,1.337,1.2276,0.6493,0.94622,1.6406,1.0075,1.7495,0.68689,1.3625,0.63446,1.1132,1.5242,1.252,1.4885,1.5613,1.2101,0.64479,0.69125,5
0.25932,0.82998,1.0379,1.35,0.55992,0.87093,1.1031,0.7577,0.39268,0.80944,1.097,0.40358,0.13701,0.98677,0.16651,0.36098,1.1061,0.1049,0.20536,0.29067,0.80049,1.0723,0.33241,1.0286,0.15855,0.60927,0.58929,0.90029,0.29613,1.1679,0.57929,0.62557,1.1214,0.11069,0.49571,1.0577,0.38412,1.2855,0.79474,-1.0303,-1.7895,-0.75871,-0.69028,-1.3984,-1.6624,-1.107,-1.5828,-1.8761,-0.72882,-1.481,-1.3093,-1.0119,-1.8409,-1.1233,-1.7872,-1.3618,-0.71399,-0.76176,-1.0012,-1.2231,6
1.8411,1.2037,1.8793,1.9512,0.61981,1.1635,1.2414,1.1682,0.78579,1.6526,0.90324,0.51334,1.2004,0.93869,1.2168,0.17277,1.0796,-0.046704,0.15052,0.45323,0.77448,0.12541,0.66325,0.82537,-0.080241,0.71496,-0.011608,0.062386,0.69041,0.41226,-0.29761,-0.20726,-0.5817,0.27432,-0.80972,-0.9094,-0.50382,0.17002,0.18816,-0.78527,-0.56382,-0.20249,-0.99204,-0.8771,-1.1956,-0.75449,-0.27854,-0.52733,-0.31247,-1.0333,-1.677,-1.4652,-1.1628,-1.667,-0.86701,-0.87078,-1.479,-1.7622,-1.9308,-1.184,4
1.2921,1.1684,0.80911,0.76474,1.8797,1.6256,1.1063,0.63149,0.65448,0.55685,1.309,1.8411,0.67675,0.9802,1.3943,0.58299,0.20217,0.42775,0.64881,0.133,1.2052,-0.003057,1.1346,-0.14394,0.9452,0.23389,-0.57439,0.18446,-0.35446,-0.090685,0.085634,0.007254,0.52132,0.13884,0.30675,-1.0722,0.003648,-0.5124,-0.008446,0.037909,-1.1692,0.1228,-0.49425,0.049085,-0.16679,-0.55205,-0.63972,-0.74786,-0.93163,-1.5123,-0.72881,-1.0653,-1.4281,-1.7438,-1.9522,-2.0866,-0.65067,-2.2329,-1.8377,-0.96185,4
1.2128,2.163,2.1918,0.35657,2.1014,1.5608,0.84641,0.20285,0.36369,0.001078,0.40304,0.11743,1.4778,1.6916,0.12671,1.0873,1.2151,0.48482,1.1451,-0.48837,0.20617,0.39861,0.24812,1.127,-0.18837,-0.29046,0.45403,0.38161,-0.71277,0.68563,-0.22656,-0.37239,-0.52572,-0.25368,-0.67829,-0.20953,-0.45729,0.43255,0.08771,-0.51505,-0.11106,0.037458,-0.018127,-0.80531,-0.31373,0.15417,-0.16103,-1.7267,-1.7473,-0.13465,-1.4942,-0.89938,-1.4242,-1.7902,-0.53311,-1.7206,-1.4613,-1.8865,-0.70377,-1.1126,4
-1.1075,-0.81256,-1.2727,-0.66623,-2.0331,-1.4213,-1.5034,-1.3774,-0.97261,-1.7506,-0.60916,-1.1768,-0.35705,-1.4919,-1.4022,-1.4384,-1.2614,-0.24884,-0.27117,-0.13912,-0.43519,-1.1035,0.12727,-0.017705,0.46698,0.31306,-0.47608,0.27231,-0.52745,0.032653,0.42932,0.012679,-0.33602,0.024815,0.86163,0.000702,0.094805,1.0028,-0.097859,0.065768,0.47755,1.0694,0.46833,0.51422,1.4538,0.24927,0.32282,0.54951,0.67635,1.3738,1.3912,0.7131,1.8809,1.4712,1.8826,0.9187,1.8097,0.96991,1.2839,1.1261,3
-0.42784,0.86333,0.69932,1.1788,0.92002,1.3951,-0.18513,0.048719,-1.1214,-0.71344,-1.7298,-1.1209,-1.4388,-0.3664,-0.23966,1.2936,0.9547,1.7042,1.5517,0.46835,-0.20618,-0.31246,-1.0394,-1.2183,-1.0477,-1.0083,-1.3585,0.25632,0.37363,0.55695,0.82184,0.85657,0.69575,-0.15276,-0.11437,-0.73288,-1.4809,-1.6992,-1.7804,-0.25964,-0.30561,0.028845,1.3849,0.4873,1.2037,1.4813,1.2018,-0.58079,-0.13903,-0.42084,-0.74615,-0.71768,-1.7984,-1.1231,0.049749,1.1029,1.0539,1.3309,0.53548,1.0865,2
0.47857,1.546,0.4482,1.2424,0.49899,1.1172,1.0072,1.0325,1.3537,1.3698,1.1767,0.63373,0.99237,0.88602,1.2357,0.58352,0.50278,1.3306,0.64059,0.95056,1.2648,0.63191,1.2635,1.08,0.90481,0.93068,1.0747,0.70898,1.2742,-1.4205,-1.2429,-1.4143,-0.38708,-0.49073,-0.94896,-1.2858,-1.0767,-0.7255,-1.0578,-1.4065,-0.64055,-0.93549,-0.24071,-1.2176,-1.3602,-0.52584,-0.76635,-0.52648,-0.72507,-0.78166,-0.76631,-0.83956,-0.92908,-0.42162,-1.2143,-1.0213,-0.64222,-0.89235,-1.0563,-1.2011,6
-1.8754,-2.4159,-1.2408,-1.3274,-0.69833,-1.5688,-2.1461,-1.3952,-1.5242,-0.96639,-1.4934,0.057085,0.10321,-0.21326,0.15811,-0.39766,-1.3921,-0.57545,-0.67739,0.52773,0.26466,0.57811,0.05303,-1.0953,-0.30805,-1.1207,0.67992,-0.005299,0.76896,0.014728,-0.11492,0.29669,0.89577,0.57517,-0.39491,0.60234,0.46535,0.75131,0.53266,0.41293,-0.54099,-0.2309,-0.043065,0.3888,0.041168,1.2715,0.60798,-0.26973,0.71124,1.037,1.5523,0.11334,0.88844,1.4384,1.3025,0.92984,1.4875,1.387,1.3839,1.753,3
-1.0987,0.89381,0.00053,1.5984,-1.3134,0.50301,-0.047402,0.49058,-0.96528,-0.050256,0.39775,-1.5547,-1.1072,1.4928,-0.95228,1.3858,-0.58277,0.34438,1.7006,1.5141,0.57946,0.66593,-0.25519,0.52258,-0.04086,-0.042377,-0.45022,-1.2056,0.54539,0.092588,0.54298,-0.99344,0.37516,1.28,-0.5426,-0.79909,-0.54575,1.4294,-0.15911,-1.3063,0.36674,0.13419,0.55249,-0.95621,-1.3379,1.1254,-0.41638,-1.5975,0.25048,1.6777,1.2408,0.82688,1.0697,-1.4015,-1.3753,-0.482,-1.5432,-0.71545,1.7354,-1.4973,1
-1.2593,-1.3563,-1.373,-0.04265,-1.4576,-0.067621,-1.1427,-1.607,-0.10687,-1.1604,-0.51342,-0.9259,-0.37851,-0.82242,-1.3023,-0.60903,-1.0388,-0.43686,-0.48997,-0.50129,-1.0772,-1.641,-1.5084,-1.0457,-1.0549,-1.2391,-1.0109,-0.33927,-0.08377,-0.89052,0.52447,0.66749,0.23378,0.97616,1.3116,0.77321,0.64287,1.4731,1.2415,0.23374,0.62689,1.436,1.5979,0.12219,1.3283,0.15829,0.49791,0.6255,1.1018,1.6702,1.0463,0.91471,1.1027,0.67684,0.48944,1.1111,1.2606,0.66932,0.9759,0.99296,5
1.4677,1.9003,1.9025,1.5848,1.0682,0.7943,1.442,0.78822,0.85494,0.60518,1.1711,1.2061,0.71915,1.3303,1.4046,0.29259,0.15588,0.97124,0.27829,0.64413,1.0476,0.98315,0.057611,0.78301,0.72869,-0.006019,-0.42418,0.29727,0.58738,-0.48527,-0.24,-0.21309,0.26438,-0.29195,-0.53987,-0.08162,-0.021592,-0.60305,-0.99987,-0.88104,0.11745,-1.1765,-0.43143,-0.33614,-1.1792,-1.1039,-0.48665,-1.481,-1.5031,-0.47568,-1.1727,-1.4131,-1.1682,-1.0434,-0.74014,-0.99914,-1.8622,-1.9172,-0.92352,-1.2473,4
-0.96074,-1.2654,-1.9469,-0.78693,-1.6726,-1.1676,-0.62451,-1.0431,-1.8177,-1.2027,-1.4498,-0.72393,-0.47231,-0.35462,-1.234,-0.65358,-0.97699,-0.026548,-0.2102,-0.17848,-0.22637,-0.093683,-1.0291,-0.7092,-0.39506,-0.85945,0.10204,-0.44898,-0.64175,-0.31244,-0.26559,-0.32736,-0.25035,0.68914,0.091389,0.37467,-0.31571,0.13205,-0.12293,0.098222,1.172,0.68996,0.86,0.069077,1.3558,0.7309,1.2388,1.1466,0.73241,1.5061,0.99982,1.3022,1.038,1.7049,1.5353,1.8674,0.75923,1.9433,0.79952,1.8277,3
-0.19729,0.86487,0.913,1.1069,1.1304,0.22366,-0.070158,-0.91154,-1.3259,-1.3727,-0.7313,0.45471,1.0116,1.3924,1.1072,0.24276,0.3193,-1.0632,-1.4711,-1.4097,-0.59799,-0.53728,0.68438,1.5723,1.612,0.71262,0.27393,0.12525,-1.2147,-1.4415,-1.4365,-0.67425,-0.34781,0.39204,0.90867,0.69174,0.868,0.4583,-0.55764,-0.8255,-1.4836,-1.454,-0.54389,0.44588,0.90561,1.5615,0.7914,0.85711,-0.6026,-1.0771,-1.5192,-1.8253,-0.54196,-0.64238,0.20283,1.1598,1.7673,1.2705,0.20001,-0.35193,2
-0.55248,-0.90758,-1.0929,-0.92802,-1.2374,-0.58484,-0.94692,-1.0505,-0.98423,-0.27833,-0.79405,-0.36391,-1.3203,-0.59847,-0.9365,-0.68439,-0.9727,-0.8876,-1.2127,-0.85052,-0.31423,-1.3119,-1.0269,-1.3299,-0.2893,-1.1194,-1.2222,-1.1512,-0.75088,-0.81128,-0.65042,-1.0809,1.2992,1.3423,0.5275,1.0867,1.3266,1.2389,1.3809,0.82318,0.62078,1.3244,1.0266,1.4448,1.2145,0.57132,0.7481,0.73811,1.0786,0.4879,0.63808,1.2122,0.96225,1.3652,1.3287,1.283,0.92275,0.48096,0.92927,0.83995,5
